what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158041670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158122987
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1346158125609
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1346158125748
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1346158125750
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1346158125761
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1346158125761
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1346158125826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158134421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158137365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158137612
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158241882
executed,command,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui.applyPatch",1346158241888
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1346158249466
